Country,CountryCode,Region,IncomeGroup,LifeExp,MajorReligion,MajorReligionPop,Year,Beer_LitersAlcPerYear,Beer_LitersPerYear,Wine_LitersAlcPerYear,Wine_LitersPerYear,Spirits_LitersAlcPerYear,Spirits_LitersPerYear,Total_LitersAlcPerYear
Ireland,IRL,Europe,High_income,71.0,Roman Catholic,3861335,1989,8.07,161.4,0.68,5.666666666666667,2.36,5.8999999999999995,11.11
Iran (Islamic Republic of),IRN,Eastern Mediterranean,Lower_middle_income,64.4,Muslim,79598054,1989,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Iraq,IRQ,Eastern Mediterranean,Lower_middle_income,61.4,,,1989,0.32,6.3999999999999995,0.01,0.08333333333333334,0.42,1.0499999999999998,0.75
Iceland,ISL,Europe,High_income,72.2,,,1989,1.83,36.6,0.67,5.583333333333334,2.85,7.125,5.35
Israel,ISR,Europe,High_income,72.2,Jewish,4476225,1989,0.87,17.4,0.47,3.9166666666666665,0.69,1.7249999999999999,2.03
Italy,ITA,Europe,High_income,72.9,,,1989,1.31,26.2,8.27,68.91666666666667,1.32,3.3,10.9
Jamaica,JAM,Americas,Upper_middle_income,63.4,No Religion,571988,1989,2.3,45.99999999999999,0.06,0.5,0.67,1.675,3.03
Jordan,JOR,Eastern Mediterranean,Lower_middle_income,64.3,,,1989,0.13,2.6,0.0,0.0,0.06,0.15,0.19
Japan,JPN,Western Pacific,High_income,75.0,,,1989,2.91,58.2,0.17,1.4166666666666667,2.63,6.574999999999999,5.71
Kenya,KEN,Africa,Low_income,53.2,Protestant,15777430,1989,1.4,27.999999999999996,0.0,0.0,0.82,2.05,2.2199999999999998
Kyrgyzstan,KGZ,Europe,Low_income,60.9,,,1989,0.62,12.399999999999999,0.72,6.0,2.94,7.35,4.279999999999999
Cambodia,KHM,Western Pacific,Low_income,61.6,Buddhist,12984523,1989,0.0,0.0,0.0,0.0,0.33,0.825,0.33
Kiribati,KIR,Western Pacific,Lower_middle_income,57.9,Roman Catholic,63116,1989,0.41,8.2,0.01,0.08333333333333334,0.06,0.15,0.48
Saint Kitts and Nevis,KNA,Americas,Upper_middle_income,63.2,,,1989,2.27,45.4,0.62,5.166666666666667,1.76,4.3999999999999995,4.65
Republic of Korea,KOR,Western Pacific,High_income,72.7,No Religion,27498715,1989,1.74,34.8,0.01,0.08333333333333334,2.18,5.45,3.93
Kuwait,KWT,Eastern Mediterranean,High_income,67.9,,,1989,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Lao People's Democratic Republic,LAO,Western Pacific,Low_income,57.2,Buddhist,4201993,1989,1.33,26.6,1.13,9.416666666666666,3.49,8.725,5.95
Lebanon,LBN,Eastern Mediterranean,Upper_middle_income,69.7,,,1989,0.42,8.399999999999999,0.89,7.416666666666667,2.63,6.574999999999999,3.94
Liberia,LBR,Africa,Low_income,52.4,Roman Catholic,2975675,1989,0.42,8.399999999999999,0.03,0.25,5.16,12.9,5.61
Libya,LBY,Eastern Mediterranean,Upper_middle_income,64.4,,,1989,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Saint Lucia,LCA,Americas,Upper_middle_income,63.0,Roman Catholic,105755,1989,2.36,47.199999999999996,0.81,6.750000000000001,8.36,20.9,11.53
Sri Lanka,LKA,South_East Asia,Lower_middle_income,65.4,Buddhist,14272056,1989,0.04,0.7999999999999999,0.0,0.0,0.1,0.25,0.14
Lesotho,LSO,Africa,Lower_middle_income,43.0,,,1989,0.63,12.6,0.06,0.5,0.36,0.8999999999999999,1.0499999999999998
Luxembourg,LUX,Europe,High_income,71.6,,,1989,5.51,110.19999999999999,6.99,58.25000000000001,2.71,6.7749999999999995,15.21
Latvia,LVA,Europe,Upper_middle_income,64.8,,,1989,1.44,28.799999999999997,1.44,12.0,4.16,10.4,7.04
Morocco,MAR,Eastern Mediterranean,Lower_middle_income,60.9,,,1989,0.33,6.6,0.3,2.5,0.07,0.17500000000000002,0.7
Madagascar,MDG,Africa,Low_income,55.1,,,1989,0.16,3.1999999999999997,0.19,1.5833333333333335,1.03,2.5749999999999997,1.38
Mexico,MEX,Americas,Upper_middle_income,67.0,Roman Catholic,92924489,1989,3.57,71.39999999999999,0.04,0.33333333333333337,1.48,3.6999999999999997,5.09
Mali,MLI,Africa,Low_income,48.9,,,1989,0.01,0.19999999999999998,0.01,0.08333333333333334,0.07,0.17500000000000002,0.09000000000000001
Malta,MLT,Europe,High_income,70.6,,,1989,3.08,61.6,1.89,15.75,2.16,5.4,7.13
Myanmar,MMR,South_East Asia,Low_income,57.2,Buddhist,45185449,1989,0.02,0.39999999999999997,0.0,0.0,0.14,0.35000000000000003,0.16
Mongolia,MNG,Western Pacific,Lower_middle_income,60.0,Buddhist,1009357,1989,0.24,4.8,0.0,0.0,2.35,5.875,2.59
Mozambique,MOZ,Africa,Low_income,46.3,Roman Catholic,5748176,1989,0.19,3.8,0.03,0.25,0.17,0.425,0.39
Mauritania,MRT,Africa,Low_income,53.6,,,1989,0.0,0.0,0.0,0.0,0.02,0.049999999999999996,0.02
Mauritius,MUS,Africa,Upper_middle_income,64.8,Hindu,469313,1989,1.6,32.0,0.13,1.0833333333333335,1.81,4.5249999999999995,3.54
Malawi,MWI,Africa,Low_income,51.0,Roman Catholic,13581623,1989,0.11,2.1999999999999997,0.01,0.08333333333333334,0.2,0.5,0.32
Malaysia,MYS,Western Pacific,Upper_middle_income,64.6,Muslim,17375794,1989,0.52,10.4,0.0,0.0,0.16,0.39999999999999997,0.68
Namibia,NAM,Africa,Upper_middle_income,58.1,,,1989,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Niger,NER,Africa,Low_income,50.7,Muslim,16978889,1989,0.08,1.5999999999999999,0.02,0.16666666666666669,0.01,0.024999999999999998,0.11
Nigeria,NGA,Africa,Lower_middle_income,47.0,,,1989,1.09,21.8,0.0,0.0,0.0,0.0,1.09
Nicaragua,NIC,Americas,Lower_middle_income,64.0,Roman Catholic,2652985,1989,0.7,13.999999999999998,0.01,0.08333333333333334,1.79,4.475,2.5
Netherlands,NLD,Europe,High_income,71.4,,,1989,5.23,104.60000000000001,2.45,20.416666666666668,2.35,5.875,10.030000000000001
Norway,NOR,Europe,High_income,70.6,,,1989,2.78,55.599999999999994,0.97,8.083333333333334,1.33,3.325,5.08
Nepal,NPL,South_East Asia,Low_income,59.2,Hindu,21551492,1989,0.03,0.6,0.0,0.0,0.0,0.0,0.03
New Zealand,NZL,Western Pacific,High_income,72.0,No Religion,1635348,1989,7.65,153.0,2.06,17.166666666666668,1.78,4.45,11.49
Oman,OMN,Eastern Mediterranean,High_income,66.0,,,1989,0.25,5.0,0.02,0.16666666666666669,0.76,1.9,1.03
Pakistan,PAK,Eastern Mediterranean,Lower_middle_income,56.7,,,1989,0.01,0.19999999999999998,0.0,0.0,0.0,0.0,0.01
Panama,PAN,Americas,Upper_middle_income,67.2,,,1989,3.1,62.0,0.07,0.5833333333333334,1.43,3.5749999999999997,4.6
Peru,PER,Americas,Upper_middle_income,66.9,Roman Catholic,17635339,1989,1.89,37.8,0.11,0.9166666666666667,2.99,7.4750000000000005,4.99
Philippines,PHL,Western Pacific,Lower_middle_income,59.8,Roman Catholic,80304061,1989,0.98,19.599999999999998,0.0,0.0,2.78,6.949999999999999,3.76
Papua New Guinea,PNG,Western Pacific,Lower_middle_income,53.5,,,1989,0.99,19.799999999999997,0.04,0.33333333333333337,0.08,0.19999999999999998,1.11
Poland,POL,Europe,Upper_middle_income,67.0,Roman Catholic,33331533,1989,2.03,40.599999999999994,1.22,10.166666666666666,6.08,15.2,9.33
Democratic People's Republic of Korea,PRK,South_East Asia,Low_income,62.6,,,1989,0.34,6.8,0.0,0.0,3.34,8.35,3.6799999999999997
Portugal,PRT,Europe,High_income,70.9,Roman Catholic,7281887,1989,4.23,84.60000000000001,9.48,79.0,0.92,2.3,14.63
Paraguay,PRY,Americas,Lower_middle_income,64.7,Roman Catholic,3488086,1989,2.03,40.599999999999994,0.35,2.9166666666666665,4.13,10.325,6.51
Qatar,QAT,Eastern Mediterranean,High_income,67.9,Muslim,576391,1989,0.09,1.7999999999999998,0.0,0.0,1.36,3.4,1.4500000000000002
Romania,ROU,Europe,Upper_middle_income,65.7,Orthodox,16307004,1989,3.34,66.8,2.44,20.333333333333332,2.63,6.574999999999999,8.41
Russian Federation,RUS,Europe,Upper_middle_income,60.5,,,1989,1.3,26.0,0.93,7.750000000000001,2.6,6.5,4.83
Rwanda,RWA,Africa,Low_income,55.7,Roman Catholic,4599371,1989,0.94,18.799999999999997,0.01,0.08333333333333334,0.0,0.0,0.95
Saudi Arabia,SAU,Eastern Mediterranean,High_income,65.4,,,1989,0.15,2.9999999999999996,0.0,0.0,0.0,0.0,0.15
Sudan,SDN,Eastern Mediterranean,Lower_middle_income,53.3,,,1989,0.0,0.0,0.0,0.0,0.15,0.37499999999999994,0.15
Senegal,SEN,Africa,Low_income,55.4,,,1989,0.28,5.6000000000000005,0.32,2.666666666666667,0.01,0.024999999999999998,0.6100000000000001
Singapore,SGP,Western Pacific,High_income,76.3,Buddhist,1032879,1989,0.97,19.4,0.07,0.5833333333333334,0.51,1.275,1.55
Solomon Islands,SLB,Western Pacific,Lower_middle_income,59.6,,,1989,0.48,9.6,0.06,0.5,0.04,0.09999999999999999,0.5800000000000001
Sierra Leone,SLE,Africa,Low_income,39.4,,,1989,0.19,3.8,0.01,0.08333333333333334,0.03,0.075,0.23
El Salvador,SLV,Americas,Lower_middle_income,63.1,,,1989,0.81,16.2,0.02,0.16666666666666669,0.94,2.3499999999999996,1.77
Somalia,SOM,Eastern Mediterranean,Low_income,46.1,,,1989,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sao Tome and Principe,STP,Africa,Lower_middle_income,57.5,Roman Catholic,99570,1989,0.16,3.1999999999999997,2.4,20.0,0.01,0.024999999999999998,2.57
Suriname,SUR,Americas,Upper_middle_income,65.2,Roman Catholic,262320,1989,2.1,42.0,0.04,0.33333333333333337,1.53,3.8249999999999997,3.67
Slovakia,SVK,Europe,High_income,66.7,Roman Catholic,3347277,1989,6.32,126.4,2.1,17.5,4.28,10.7,12.7
Slovenia,SVN,Europe,High_income,69.4,Roman Catholic,1135626,1989,2.72,54.4,7.56,63.0,2.69,6.725,12.969999999999999
Sweden,SWE,Europe,High_income,71.6,,,1989,3.55,70.99999999999999,1.67,13.916666666666666,2.25,5.625,7.47
Swaziland,SWZ,Africa,Lower_middle_income,45.0,,,1989,0.0,0.0,0.0,0.0,1.65,4.124999999999999,1.65
Seychelles,SYC,Africa,Upper_middle_income,66.7,Roman Catholic,67280,1989,2.23,44.599999999999994,0.47,3.9166666666666665,0.6,1.4999999999999998,3.3000000000000003
Syrian Arab Republic,SYR,Eastern Mediterranean,Lower_middle_income,65.8,,,1989,0.07,1.4000000000000001,0.36,3.0,0.11,0.27499999999999997,0.54
Chad,TCD,Africa,Low_income,44.3,,,1989,0.28,5.6000000000000005,0.01,0.08333333333333334,0.01,0.024999999999999998,0.30000000000000004
Togo,TGO,Africa,Low_income,50.0,,,1989,1.72,34.4,0.19,1.5833333333333335,0.29,0.7249999999999999,2.1999999999999997
Thailand,THA,South_East Asia,Lower_middle_income,65.7,Buddhist,61746429,1989,0.21,4.199999999999999,0.0,0.0,3.71,9.274999999999999,3.92
Trinidad and Tobago,TTO,Americas,High_income,60.5,Roman Catholic,285671,1989,2.27,45.4,0.08,0.6666666666666667,2.32,5.799999999999999,4.67
Tunisia,TUN,Eastern Mediterranean,Lower_middle_income,66.4,,,1989,0.41,8.2,0.44,3.666666666666667,0.1,0.25,0.95
Turkey,TUR,Europe,Upper_middle_income,65.4,,,1989,0.34,6.8,0.07,0.5833333333333334,0.31,0.7749999999999999,0.72
United Republic of Tanzania,TZA,Africa,Low_income,53.3,,,1989,0.19,3.8,0.0,0.0,0.12,0.3,0.31
Uganda,UGA,Africa,Low_income,50.3,Roman Catholic,10242594,1989,0.12,2.4,0.0,0.0,0.18,0.44999999999999996,0.3
Ukraine,UKR,Europe,Lower_middle_income,62.9,,,1989,1.65,32.99999999999999,0.99,8.25,2.68,6.7,5.32
Uruguay,URY,Americas,Upper_middle_income,67.7,,,1989,1.45,28.999999999999996,3.72,31.000000000000004,2.03,5.074999999999999,7.199999999999999
United States of America,USA,Americas,High_income,69.3,,,1989,4.96,99.19999999999999,1.29,10.75,2.91,7.275,9.16
Venezuela (Bolivarian Republic of),VEN,Americas,Upper_middle_income,66.2,,,1989,4.24,84.8,0.08,0.6666666666666667,3.55,8.874999999999998,7.87
Viet Nam,VNM,Western Pacific,Low_income,65.9,No Religion,61570544,1989,0.13,2.6,0.0,0.0,0.03,0.075,0.16
Vanuatu,VUT,Western Pacific,Lower_middle_income,62.4,Presbyterian,65345,1989,0.65,13.0,0.55,4.583333333333334,0.54,1.35,1.7400000000000002
Samoa,WSM,Western Pacific,Lower_middle_income,64.1,Congregational,56818,1989,2.54,50.8,0.02,0.16666666666666669,0.07,0.17500000000000002,2.63
Yemen,YEM,Eastern Mediterranean,Low_income,54.7,,,1989,0.15,2.9999999999999996,0.0,0.0,0.05,0.125,0.2
South Africa,ZAF,Africa,Upper_middle_income,51.8,No Religion,6767165,1989,4.18,83.6,1.61,13.416666666666668,1.8,4.5,7.59
Zambia,ZMB,Africa,Low_income,50.3,Protestant,9436231,1989,1.01,20.2,0.0,0.0,0.2,0.5,1.21
Zimbabwe,ZWE,Africa,Low_income,49.8,,,1989,0.19,3.8,0.03,0.25,3.19,7.975,3.41
Afghanistan,AFG,Eastern Mediterranean,Low_income,50.0,,,1990,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Angola,AGO,Africa,Lower_middle_income,44.5,,,1990,0.64,12.799999999999999,0.65,5.416666666666667,0.54,1.35,1.83
Albania,ALB,Europe,Lower_middle_income,64.8,Muslim,1587608,1990,0.42,8.399999999999999,0.65,5.416666666666667,0.96,2.4,2.0300000000000002
United Arab Emirates,ARE,Eastern Mediterranean,High_income,66.8,,,1990,0.67,13.4,0.1,0.8333333333333334,3.29,8.225,4.0600000000000005
Argentina,ARG,Americas,Upper_middle_income,66.7,,,1990,1.38,27.599999999999998,9.42,78.5,0.86,2.15,11.66
Armenia,ARM,Europe,Lower_middle_income,62.4,Armenian Apostolic,2796519,1990,0.0,0.0,2.18,18.166666666666668,1.0,2.5,3.18
Antigua and Barbuda,ATG,Americas,High_income,64.1,Anglican,19767,1990,2.04,40.8,1.0,8.333333333333334,2.1,5.25,5.140000000000001
Australia,AUS,Western Pacific,High_income,72.6,No Religion,6933708,1990,7.08,141.6,2.75,22.916666666666668,1.18,2.9499999999999997,11.01
Austria,AUT,Europe,High_income,70.6,Roman Catholic,5915421,1990,7.3,146.0,4.8,40.0,1.8,4.5,13.9
Azerbaijan,AZE,Europe,Lower_middle_income,63.3,,,1990,0.0,0.0,2.92,24.333333333333332,0.0,0.0,2.92
Burundi,BDI,Africa,Low_income,48.0,Roman Catholic,4941833,1990,1.63,32.599999999999994,0.01,0.08333333333333334,0.01,0.024999999999999998,1.65
Belgium,BEL,Europe,High_income,70.5,,,1990,7.37,147.4,3.34,27.833333333333332,1.47,3.675,12.180000000000001
Benin,BEN,Africa,Low_income,50.4,,,1990,0.61,12.2,0.07,0.5833333333333334,0.26,0.65,0.94
Burkina Faso,BFA,Africa,Low_income,50.6,Muslim,8485149,1990,0.38,7.6,0.01,0.08333333333333334,0.01,0.024999999999999998,0.4
Bangladesh,BGD,South_East Asia,Low_income,60.8,Muslim,111393250,1990,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bulgaria,BGR,Europe,Upper_middle_income,65.3,Eastern Orthodox,4374135,1990,4.2,84.0,3.24,27.000000000000004,4.02,10.049999999999999,11.46
Bahrain,BHR,Eastern Mediterranean,High_income,65.9,Muslim,866888,1990,1.18,23.599999999999998,0.21,1.75,3.99,9.975,5.38
Bahamas,BHS,Americas,High_income,64.4,Baptist,122500,1990,2.96,59.199999999999996,1.98,16.5,7.49,18.724999999999998,12.43
Bosnia and Herzegovina,BIH,Europe,Upper_middle_income,67.6,,,1990,2.68,53.6,0.59,4.916666666666667,8.6,21.499999999999996,11.87
Belarus,BLR,Europe,Upper_middle_income,62.4,,,1990,1.87,37.4,1.28,10.666666666666668,4.7,11.75,7.8500000000000005
Belize,BLZ,Americas,Lower_middle_income,63.6,Roman Catholic,129456,1990,1.68,33.599999999999994,0.12,1.0,3.37,8.424999999999999,5.17
Bolivia (Plurinational State of),BOL,Americas,Lower_middle_income,59.2,,,1990,1.33,26.6,0.07,0.5833333333333334,1.49,3.7249999999999996,2.89
Brazil,BRA,Americas,Upper_middle_income,65.3,Roman Catholic,123280172,1990,2.96,59.199999999999996,0.3,2.5,1.99,4.975,5.25
Barbados,BRB,Americas,High_income,66.2,Anglican,53969,1990,3.06,61.199999999999996,0.36,3.0,3.93,9.825,7.35
Brunei Darussalam,BRN,Western Pacific,High_income,68.7,Muslim,309962,1990,2.42,48.4,0.1,0.8333333333333334,0.38,0.95,2.9
Bhutan,BTN,South_East Asia,Lower_middle_income,59.4,,,1990,1.74,34.8,0.0,0.0,0.0,0.0,1.74
Botswana,BWA,Africa,Upper_middle_income,54.2,Roman Catholic,1171537,1990,2.02,40.4,0.23,1.9166666666666667,0.65,1.625,2.9
Central African Republic,CAF,Africa,Low_income,43.7,,,1990,0.53,10.6,0.14,1.1666666666666667,0.03,0.075,0.7000000000000001
Canada,CAN,Americas,High_income,72.0,Roman Catholic,12728880,1990,4.71,94.19999999999999,1.21,10.083333333333334,2.74,6.8500000000000005,8.66
Switzerland,CHE,Europe,High_income,72.3,Roman Catholic,2532217,1990,4.09,81.8,6.5,54.16666666666667,2.17,5.425,12.76
Chile,CHL,Americas,Upper_middle_income,70.3,Roman Catholic,7853428,1990,1.65,32.99999999999999,4.37,36.41666666666667,2.59,6.475,8.61
China,CHN,Western Pacific,Lower_middle_income,68.0,,,1990,0.37,7.3999999999999995,0.03,0.25,2.94,7.35,3.34
Côte d'Ivoire,CIV,Africa,Lower_middle_income,45.6,Muslim,9618121,1990,0.94,18.799999999999997,0.33,2.7500000000000004,0.08,0.19999999999999998,1.35
Cameroon,CMR,Africa,Lower_middle_income,48.5,,,1990,1.84,36.8,0.11,0.9166666666666667,0.01,0.024999999999999998,1.9600000000000002
Democratic Republic of the Congo,COD,Africa,Low_income,44.4,,,1990,0.41,8.2,0.0,0.0,0.01,0.024999999999999998,0.42
Congo,COG,Africa,Lower_middle_income,50.3,,,1990,2.1,42.0,0.3,2.5,0.05,0.125,2.4499999999999997
Cook Islands,COK,Western Pacific,High_income,64.5,Cook Islands Christian Church,7356,1990,2.76,55.199999999999996,0.84,7.0,2.45,6.125,6.05
Colombia,COL,Americas,Upper_middle_income,67.2,,,1990,4.61,92.2,0.12,1.0,2.28,5.699999999999999,7.01
Cabo Verde,CPV,Africa,Lower_middle_income,63.8,,,1990,0.89,17.8,1.36,11.333333333333334,0.43,1.075,2.68
Costa Rica,CRI,Americas,Upper_middle_income,69.3,,,1990,0.93,18.6,0.11,0.9166666666666667,5.04,12.6,6.08
Cuba,CUB,Americas,Upper_middle_income,66.4,,,1990,1.23,24.599999999999998,0.04,0.33333333333333337,2.7,6.75,3.97
Cyprus,CYP,Europe,High_income,74.4,Orthodox,653635,1990,3.8,75.99999999999999,2.15,17.916666666666668,3.51,8.774999999999999,9.459999999999999
Czech Republic,CZE,Europe,High_income,68.7,Unknown,4662455,1990,6.71,134.2,2.07,17.25,4.2,10.5,12.98
Germany,DEU,Europe,High_income,71.1,Other,32783750,1990,8.51,170.2,3.73,31.083333333333336,2.66,6.65,14.9
Djibouti,DJI,Eastern Mediterranean,Lower_middle_income,52.9,,,1990,0.37,7.3999999999999995,0.21,1.75,0.19,0.475,0.77
Dominica,DMA,Americas,Upper_middle_income,63.1,Roman Catholic,42174,1990,1.05,21.0,0.12,1.0,8.12,20.299999999999997,9.29
Denmark,DNK,Europe,High_income,70.0,,,1990,7.45,149.0,2.82,23.5,1.58,3.95,11.85
Dominican Republic,DOM,Americas,Upper_middle_income,63.0,,,1990,1.5,30.0,0.03,0.25,3.81,9.525,5.34
Algeria,DZA,Africa,Upper_middle_income,62.4,,,1990,0.18,3.5999999999999996,0.0,0.0,0.01,0.024999999999999998,0.19
Ecuador,ECU,Americas,Lower_middle_income,65.9,,,1990,1.09,21.8,0.02,0.16666666666666669,0.98,2.4499999999999997,2.09
Egypt,EGY,Eastern Mediterranean,Lower_middle_income,61.8,,,1990,0.08,1.5999999999999999,0.01,0.08333333333333334,0.01,0.024999999999999998,0.09999999999999999
Eritrea,ERI,Africa,Low_income,54.5,,,1990,0.06,1.2,0.0,0.0,0.0,0.0,0.06
Spain,ESP,Europe,High_income,73.2,,,1990,4.46,89.19999999999999,5.1,42.5,3.35,8.375,12.909999999999998
Ethiopia,ETH,Africa,Low_income,55.6,Orthodox,32092182,1990,0.67,13.4,0.0,0.0,0.1,0.25,0.77
Finland,FIN,Europe,High_income,70.8,Lutheran,4207192,1990,4.78,95.6,1.02,8.5,1.73,4.324999999999999,7.530000000000001
Fiji,FJI,Western Pacific,Upper_middle_income,60.4,Methodist,289923,1990,2.16,43.2,0.11,0.9166666666666667,0.07,0.17500000000000002,2.34
France,FRA,Europe,High_income,71.8,,,1990,2.6,52.0,10.01,83.41666666666667,2.86,7.1499999999999995,15.469999999999999
Micronesia (Federated States of),FSM,Western Pacific,Lower_middle_income,59.8,Roman Catholic,56365,1990,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gabon,GAB,Africa,Upper_middle_income,53.9,,,1990,7.02,140.39999999999998,2.05,17.083333333333332,0.41,1.025,9.48
United Kingdom of Great Britain and Northern Ireland,GBR,Europe,High_income,70.5,Roman Catholic,37583962,1990,5.62,112.39999999999999,1.8,15.000000000000002,2.16,5.4,9.58
Georgia,GEO,Europe,Lower_middle_income,65.2,Christian Orthodox,3097573,1990,0.0,0.0,4.84,40.333333333333336,0.0,0.0,4.84
Ghana,GHA,Africa,Low_income,54.1,Pentecostal,6980792,1990,0.37,7.3999999999999995,0.0,0.0,0.02,0.049999999999999996,0.39
Guinea,GIN,Africa,Low_income,49.8,Muslim,9358718,1990,0.05,1.0,0.02,0.16666666666666669,0.1,0.25,0.17
Gambia,GMB,Africa,Low_income,52.9,,,1990,0.05,1.0,0.05,0.4166666666666667,0.03,0.075,0.13
Guinea_Bissau,GNB,Africa,Low_income,46.4,Muslim,650402,1990,0.51,10.2,0.47,3.9166666666666665,0.84,2.0999999999999996,1.8199999999999998
Equatorial Guinea,GNQ,Africa,High_income,47.4,,,1990,0.87,17.4,2.29,19.083333333333336,0.0,0.0,3.16
Greece,GRC,Europe,High_income,71.3,,,1990,2.48,49.599999999999994,4.49,37.41666666666667,3.29,8.225,10.260000000000002
Grenada,GRD,Americas,Upper_middle_income,62.4,,,1990,1.6,32.0,0.18,1.5,4.53,11.325,6.3100000000000005
Guatemala,GTM,Americas,Lower_middle_income,62.5,,,1990,0.66,13.2,0.01,0.08333333333333334,2.33,5.825,3.0
Guyana,GUY,Americas,Lower_middle_income,54.4,,,1990,1.06,21.2,0.0,0.0,8.48,21.2,9.540000000000001
Honduras,HND,Americas,Lower_middle_income,63.7,,,1990,1.35,27.0,0.01,0.08333333333333334,1.11,2.775,2.47
Croatia,HRV,Europe,High_income,67.8,Roman Catholic,3697143,1990,3.9,78.0,7.6,63.333333333333336,4.4,11.0,15.9
Haiti,HTI,Americas,Low_income,51.8,,,1990,0.03,0.6,0.01,0.08333333333333334,6.07,15.175,6.11
Hungary,HUN,Europe,High_income,64.9,Roman Catholic,3691389,1990,6.59,131.79999999999998,4.17,34.75,5.39,13.474999999999998,16.15
Indonesia,IDN,South_East Asia,Lower_middle_income,62.3,Muslim,207176162,1990,0.04,0.7999999999999999,0.0,0.0,0.03,0.075,0.07
India,IND,South_East Asia,Lower_middle_income,57.5,Hindu,827578868,1990,0.02,0.39999999999999997,0.0,0.0,1.69,4.225,1.71
Ireland,IRL,Europe,High_income,71.0,Roman Catholic,3861335,1990,8.41,168.2,0.71,5.916666666666667,2.33,5.825,11.450000000000001
Iran (Islamic Republic of),IRN,Eastern Mediterranean,Lower_middle_income,64.4,Muslim,79598054,1990,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Iraq,IRQ,Eastern Mediterranean,Lower_middle_income,61.4,,,1990,0.36,7.199999999999999,0.0,0.0,0.12,0.3,0.48
Iceland,ISL,Europe,High_income,72.2,,,1990,1.69,33.8,0.67,5.583333333333334,2.74,6.8500000000000005,5.1
Israel,ISR,Europe,High_income,72.2,Jewish,4476225,1990,0.94,18.799999999999997,0.43,3.5833333333333335,0.43,1.075,1.7999999999999998
Italy,ITA,Europe,High_income,72.9,,,1990,1.5,30.0,8.22,68.50000000000001,1.19,2.9749999999999996,10.91
Jamaica,JAM,Americas,Upper_middle_income,63.4,No Religion,571988,1990,2.42,48.4,0.02,0.16666666666666669,0.94,2.3499999999999996,3.38
Jordan,JOR,Eastern Mediterranean,Lower_middle_income,64.3,,,1990,0.18,3.5999999999999996,0.0,0.0,0.02,0.049999999999999996,0.19999999999999998
Japan,JPN,Western Pacific,High_income,75.0,,,1990,3.0,60.0,0.16,1.3333333333333335,3.01,7.5249999999999995,6.17
Kazakhstan,KAZ,Europe,Upper_middle_income,60.2,Muslim,11239176,1990,1.32,26.4,0.7,5.833333333333333,9.89,24.725,11.91
Kenya,KEN,Africa,Low_income,53.2,Protestant,15777430,1990,1.38,27.599999999999998,0.0,0.0,0.93,2.325,2.31
Kyrgyzstan,KGZ,Europe,Low_income,60.9,,,1990,0.6,11.999999999999998,0.61,5.083333333333333,3.33,8.325,4.54
Cambodia,KHM,Western Pacific,Low_income,61.6,Buddhist,12984523,1990,0.02,0.39999999999999997,0.0,0.0,0.38,0.95,0.4
Kiribati,KIR,Western Pacific,Lower_middle_income,57.9,Roman Catholic,63116,1990,0.32,6.3999999999999995,0.02,0.16666666666666669,0.1,0.25,0.44000000000000006
Saint Kitts and Nevis,KNA,Americas,Upper_middle_income,63.2,,,1990,2.58,51.6,0.61,5.083333333333333,1.81,4.5249999999999995,5.0
Republic of Korea,KOR,Western Pacific,High_income,72.7,No Religion,27498715,1990,2.02,40.4,0.01,0.08333333333333334,2.59,6.475,4.619999999999999
